"Environment and Climate Change Canada"
"Monthly Values for April - 2018"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"POINTE NOIRE CS","50.163","-66.434","QC","-0.1","0",NA,"17.3","0","-12.8","0","",,NA,"58.6","22",NA,"","4","",,NA,"543.4","0.0","704Q003"
"BAIE-COMEAU","49.259","-68.146","QC","-0.8","0",NA,"15.3","0","-15.4","0","",,NA,"113.1","0",NA,"","12","",,NA,"563.3","0.0","704S001"
"AMQUI","48.472","-67.435","QC","-0.3","0",NA,"18.4","0","-16.1","0","",,NA,"89.0","0",NA,"","16","",,NA,"549.2","0.0","7050145"
"CAP-D'ESPOIR","48.419","-64.317","QC","-0.4","0",NA,"13.1","0","-11.6","0","",,NA,"111.3","0",NA,"","13","",,NA,"551.7","0.0","7051050"
"CAP-MADELEINE","49.251","-65.325","QC","0.3","0",NA,"13.5","0","-11.6","0","",,NA,"32.9","1",NA,"","5","",,NA,"529.9","0.0","7051163"
"CAUSAPSCAL AIRPORT","48.309","-67.253","QC","-1.7","0",NA,"18.8","0","-24.6","0","",,NA,"84.7","0",NA,"10.0","11","",,NA,"590.8","0.0","7051201"
"GASPE A","48.775","-64.480","QC","-0.1","0",NA,"19.0","0","-15.0","0","48.2","0",NA,"83.8","0",NA,"20.0","8","",,NA,"542.4","0.0","7052601"
"HEATH POINT","49.085","-61.701","QC","-2.3","9",NA,"3.7","8","-11.9","4","",,NA,"4.6","27",NA,"","2","",,NA,"426.8","0.0","7053038"
"ILES DE LA MADELEINE A","47.425","-61.778","QC","",,NA,"15.2","0","",,"",,NA,"",,NA,"","","",,NA,"","","7053250"
"ILES DE LA MADELEINE","47.425","-61.775","QC","1.5","0",NA,"15.1","0","-8.2","0","",,NA,"82.6","0",NA,"","12","",,NA,"493.6","0.0","7053KGR"
"LA POCATIERE","47.356","-70.032","QC","0.8","0",NA,"17.0","0","-12.1","0","",,NA,"104.1","0",NA,"","11","",,NA,"515.1","0.0","7054096"
"MONT JOLI A","48.609","-68.208","QC","0.3","0",NA,"17.4","0","-12.3","0","40.6","0",NA,"94.5","0",NA,"","13","",,NA,"530.3","0.0","7055121"
"MONT-JOLI","48.604","-68.195","QC","0.3","1",NA,"18.2","1","-11.5","0","",,NA,"62.7","1",NA,"0.0","12","",,NA,"511.9","0.0","7055122"
"NEW CARLISLE 1","48.012","-65.332","QC","0.6","0",NA,"16.5","0","-11.8","0","",,NA,"95.0","0",NA,"","14","",,NA,"521.4","0.0","7055422"
"NEW RICHMOND EAST","48.156","-65.842","QC","0.1","0",NA,"15.8","0","-15.9","0","",,NA,"91.9","0",NA,"","12","",,NA,"538.0","0.0","7055440"
"POINTE-AU-PERE (INRS)","48.514","-68.468","QC","0.4","0",NA,"14.9","0","-10.2","0","",,NA,"103.6","0",NA,"","14","",,NA,"529.3","0.0","7056068"
"PORT-MENIER","49.839","-64.293","QC","-1.8","0",NA,"13.9","0","-20.0","0","",,NA,"67.9","0",NA,"16.0","10","",,NA,"594.8","0.0","7056202"
"RIVIERE-DU-LOUP","47.806","-69.549","QC","0.3","0",NA,"15.5","0","-12.2","0","",,NA,"125.5","0",NA,"","10","",,NA,"530.1","0.0","7056616"
"RIVIERE-DU-LOUP / ST-ANTONIN","47.800","-69.450","QC","",,NA,"",,"",,"46.2","1",NA,"133.4","1",NA,"","12","","",NA,"","","7056870"
"ILE BICQUETTE","48.416","-68.893","QC","0.4","1",NA,"9.8","1","-10.1","0","",,NA,"",,NA,"","","",,NA,"509.8","0.0","705LKPQ"
"CAP-CHAT","49.109","-66.654","QC","-0.5","0",NA,"14.0","0","-11.6","0","",,NA,"70.5","0",NA,"","11","",,NA,"554.5","0.0","705S002"
"BAGOTVILLE A","48.333","-71.000","QC","0.0","0","-2.5","20.4","0","-16.1","0","25.1","0","104.0","54.3","0","87.0","12.0","12","",,NA,"539.8","0.0","7060400"
"BONNARD 1","50.729","-71.013","QC","-7.4","5",NA,"12.7","3","-31.4","3","",,NA,"31.9","4",NA,"","9","",,NA,"634.7","0.0","7060826"
"CHAMOUCHOUANE","49.279","-73.356","QC","-2.7","11",NA,"17.9","9","-29.5","4","",,NA,"",,NA,"","","",,NA,"392.9","0.0","7061288"
"CHUTE-DES-PASSES","49.840","-71.168","QC","-3.0","1",NA,"16.6","1","-23.1","1","",,NA,"",,NA,"","","",,NA,"610.0","0.0","7061541"
"JONQUIERE","48.425","-71.143","QC","0.3","0",NA,"20.4","0","-16.5","0","",,NA,"63.2","0",NA,"","12","",,NA,"530.2","0.0","7063370"
"LATERRIERE","48.307","-71.129","QC","-0.4","0",NA,"18.9","0","-17.8","0","",,NA,"",,NA,"","","",,NA,"551.3","0.0","7064181"
"MISTOOK","48.598","-71.716","QC","-4.4","13",NA,"11.3","13","-19.4","12","",,NA,"",,NA,"","","",,NA,"381.1","0.0","7065012"
"NORMANDIN","48.842","-72.547","QC","-2.1","0",NA,"17.3","0","-23.5","0","",,NA,"43.5","0",NA,"","8","",,NA,"601.8","0.0","7065639"
"ONATCHIWAY","48.894","-71.032","QC","-2.5","0",NA,"16.8","0","-26.5","0","",,NA,"78.0","0",NA,"","14","",,NA,"615.1","0.0","7065738"
"ROBERVAL A","48.520","-72.266","QC","-0.9","0",NA,"18.2","0","-16.6","0","49.2","0",NA,"90.4","0",NA,"0.0","12","",,NA,"565.5","0.0","7066686"
"LAC BENOIT","51.533","-71.111","QC","-6.3","10",NA,"10.8","6","-31.2","5","",,NA,"",,NA,"","","",,NA,"485.2","0.0","706I001"
"MANOUANE EST","50.656","-70.532","QC","-6.0","3",NA,"15.5","3","-29.1","1","",,NA,"107.2","3",NA,"","15","",,NA,"648.2","0.0","706I155"
"LA BAIE","48.298","-70.920","QC","-1.4","0",NA,"16.5","0","-17.5","0","",,NA,"",,NA,"","","",,NA,"581.9","0.0","706Q001"
"PARENT","47.922","-74.624","QC","-3.1","0",NA,"16.7","0","-22.2","0","",,NA,"71.8","0",NA,"24.0","14","",,NA,"632.5","0.0","7075800"
"SAINT-MICHEL-DES-SAINTS","46.816","-74.094","QC","-2.1","5",NA,"13.5","5","-20.9","2","",,NA,"92.4","5",NA,"6.0","14","",,NA,"502.3","0.0","7077571"
"LA TUQUE","47.411","-72.788","QC","-1.5","0",NA,"18.5","0","-23.8","0","",,NA,"115.0","0",NA,"","13","",,NA,"584.7","0.0","707DBD4"
"BARRAGE TEMISCAMINGUE","46.710","-79.101","QC","-0.3","0",NA,"20.2","0","-16.9","0","",,NA,"89.0","0",NA,"","13","",,NA,"548.1","0.0","7080468"
"ROUYN","48.246","-79.034","QC","-2.9","0",NA,"18.4","0","-20.8","0","",,NA,"45.6","0",NA,"","14","",,NA,"626.4","0.0","7086716"
"CHAPAIS","49.823","-74.975","QC","-4.7","0",NA,"16.4","0","-25.9","0","",,NA,"6.6","29",NA,"","1","",,NA,"680.8","0.0","7091299"
"CHIBOUGAMAU-CHAPAIS","49.777","-74.530","QC","-5.2","0",NA,"15.2","0","-25.6","0","",,NA,"35.8","0",NA,"45.0","10","",,NA,"695.5","0.0","7091410"
"LA GRANDE 4 A","53.755","-73.675","QC","-10.5","9",NA,"12.1","9","-33.4","9","",,NA,"6.3","9",NA,"","1","",,NA,"598.9","0.0","7093714"
"LA GRANDE RIVIERE A","53.625","-77.704","QC","-9.6","0",NA,"9.3","0","-27.7","0","19.6","0",NA,"20.2","0",NA,"11.0","2","",,NA,"828.4","0.0","7093716"
"LA GRANDE IV A","53.757","-73.679","QC","",,NA,"",,"",,"23.6","0",NA,"26.6","0",NA,"0.0","7","","",NA,"","","7093GJ3"
"LA GRANDE IV","53.757","-73.679","QC","-8.7","0",NA,"12.0","0","-33.4","0","",,NA,"15.2","0",NA,"","2","",,NA,"802.4","0.0","7093GJ5"
"MATAGAMI A","49.762","-77.803","QC","-6.1","5",NA,"17.6","5","-29.3","5","",,NA,"11.7","5",NA,"","2","",,NA,"602.1","0.0","7094636"
"MATAGAMI","49.758","-77.793","QC","-5.6","0",NA,"17.5","0","-27.5","0","",,NA,"20.4","0",NA,"58.0","3","",,NA,"706.9","0.0","7094637"
"VAL-D'OR A","48.056","-77.787","QC","",,NA,"",,"",,"38.8","3",NA,"50.6","3",NA,"7.0","10","","",NA,"","","7098600"
"VAL-D'OR","48.056","-77.786","QC","-3.9","1",NA,"17.5","1","-21.7","0","",,NA,"40.7","1",NA,"20.0","9","",,NA,"634.9","0.0","7098603"
"VAL D'OR A","48.053","-77.783","QC","-4.4","9",NA,"17.9","9","-21.2","8","",,NA,"22.6","9",NA,"","2","",,NA,"470.7","0.0","7098605"
"INUKJUAK","58.472","-78.077","QC","-15.4","4",NA,"-0.3","4","-35.4","4","",,NA,"63.4","4",NA,"","3","",,NA,"869.2","0.0","7103280"
"KUUJJUARAPIK","55.367","-77.567","QC","-10.4","0",NA,"10.5","0","-26.1","0","",,NA,"",,NA,"","","",,NA,"851.6","0.0","7103539"
"INUKJUAK A","58.472","-78.077","QC","-15.0","0",NA,"0.6","0","-35.2","0","",,NA,"6.7","0",NA,"41.0","2","",,NA,"991.2","0.0","710S005"
"KUUJJUAQ A","58.089","-68.422","QC","-12.3","0",NA,"6.0","0","-30.8","0","16.8","0",NA,"16.8","0",NA,"7.0","6","",,NA,"909.5","0.0","7113535"
"PARC NATIONAL DES PINGUALUIT","61.313","-73.668","QC","-16.2","9",NA,"-7.1","9","-32.2","2","",,NA,"3.1","9",NA,"26.0","1","",,NA,"718.3","0.0","7115800"
"RIVIERE AUX FEUILLES","57.909","-72.976","QC","-16.1","9",NA,"0.8","7","-35.4","5","",,NA,"2.1","9",NA,"13.0","0","",,NA,"716.4","0.0","7116505"
"SALLUIT","62.179","-75.670","QC","-13.8","0",NA,"-2.0","0","-27.6","0","",,NA,"13.9","1",NA,"","5","",,NA,"954.3","0.0","7117800"
"SCHEFFERVILLE A","54.805","-66.805","QC","-9.3","9",NA,"10.0","9","-31.7","9","",,NA,"17.1","9",NA,"","4","",,NA,"572.5","0.0","7117823"
"SCHEFFERVILLE","54.800","-66.800","QC","-19.7","26",NA,"-10.0","26","-31.0","26","",,NA,"1.6","26",NA,"","0","",,NA,"150.7","0.0","7117827"
"AROOSTOOK","46.712","-67.716","NB","2.4","0","-1.3","22.0","0","-14.0","0","25.0","0","133.0","105.4","0","146.0","0.0","13","","",NA,"467.5","0.0","8100300"
"BAS CARAQUET","47.802","-64.833","NB","0.4","0",NA,"18.0","0","-14.2","0","",,NA,"108.2","0",NA,"35.0","19","",,NA,"526.6","0.0","8100467"
"BAS CARAQUET","47.800","-64.867","NB","",,NA,"",,"",,"34.8","0",NA,"101.0","0",NA,"39.0","12","","",NA,"","","8100468"
"BATHURST A","47.630","-65.739","NB","0.8","5",NA,"17.8","5","-14.1","1","45.2","7",NA,"102.2","10",NA,"14.0","10","",,NA,"429.1","0.0","8100505"
"BUCTOUCHE CDA CS","46.430","-64.768","NB","2.4","0",NA,"20.3","0","-10.7","0","",,NA,"96.8","0",NA,"","23","",,NA,"467.6","0.0","8100593"
"CHARLO AUTO","47.990","-66.334","NB","0.4","0",NA,"18.7","0","-12.7","0","",,NA,"77.3","0",NA,"34.0","13","",,NA,"529.1","0.0","8100885"
"MIRAMICHI RCS","47.009","-65.465","NB","1.8","0",NA,"18.8","0","-12.0","0","",,NA,"99.9","0",NA,"0.0","10","",,NA,"486.2","0.0","8100989"
"DOAKTOWN AUTO RCS","46.585","-66.010","NB","1.9","0",NA,"19.8","0","-12.3","0","",,NA,"139.3","0",NA,"14.0","14","",,NA,"483.5","0.0","8101201"
"EDMUNDSTON","47.417","-68.324","NB","-0.3","1",NA,"19.6","1","-24.6","0","",,NA,"92.0","1",NA,"","11","",,NA,"531.0","0.0","8101303"
"FREDERICTON","45.869","-66.537","NB","2.4","8",NA,"22.7","7","-10.4","8","",,NA,"67.1","8",NA,"","9","",,NA,"344.3","0.0","8101505"
"FREDERICTON CDA CS","45.920","-66.609","NB","3.8","1",NA,"22.2","1","-9.7","0","",,NA,"144.9","1",NA,"","18","",,NA,"411.3","0.0","8101605"
"FUNDY PARK (ALMA) CS","45.600","-64.950","NB","3.9","6",NA,"17.7","6","-8.0","5","",,NA,"122.8","7",NA,"","12","",,NA,"339.1","0.0","8101746"
"GAGETOWN AWOS A","45.839","-66.450","NB","4.0","0",NA,"22.8","0","-8.8","0","",,NA,"98.5","0",NA,"","15","",,NA,"420.1","0.0","8101794"
"GRAND MANAN SAR CS","44.712","-66.802","NB","3.8","0",NA,"16.1","0","-7.9","0","",,NA,"156.4","0",NA,"","16","",,NA,"427.2","0.0","8101925"
"KOUCHIBOUGUAC CS","46.783","-65.017","NB","2.9","4",NA,"20.6","4","-11.6","3","",,NA,"50.9","4",NA,"","8","",,NA,"392.7","0.0","8102328"
"MACTAQUAC PROV PARK","45.954","-66.899","NB","3.1","4","-1.1","21.5","3","-13.0","4","5.0","3",NA,"68.9","3",NA,"0.0","8","","",NA,"388.1","0.0","8102536"
"MECHANIC SETTLEMENT","45.694","-65.165","NB","1.8","0",NA,"16.4","0","-11.6","0","",,NA,"140.1","0",NA,"","12","",,NA,"487.2","0.0","8102848"
"MISCOU ISLAND (AUT)","48.009","-64.494","NB","0.1","0",NA,"13.4","0","-12.1","0","",,NA,"90.1","0",NA,"2.0","11","",,NA,"538.1","0.0","8103050"
"MONCTON INTL A","46.112","-64.679","NB","3.2","0",NA,"21.2","0","-9.6","0","8.4","0",NA,"81.4","0",NA,"","10","",,NA,"445.2","0.0","8103201"
"OAK POINT","45.507","-66.099","NB","3.9","0",NA,"18.5","0","-8.5","0","6.6","0",NA,"168.5","0",NA,"0.0","16","","",NA,"421.8","0.0","8103780"
"POINT LEPREAU CS","45.073","-66.449","NB","4.0","0",NA,"15.6","0","-5.9","0","",,NA,"98.4","12",NA,"","12","",,NA,"420.7","0.0","8104201"
"RED PINES","47.439","-65.598","NB","3.2","10",NA,"20.1","10","-11.4","10","",,NA,"54.0","10",NA,"6.0","7","",,NA,"296.7","0.0","8104295"
"SAINT JOHN A","45.316","-65.890","NB","2.9","0",NA,"17.9","0","-10.9","0","8.5","0",NA,"173.4","0",NA,"","17","",,NA,"452.2","0.0","8104901"
"ST. STEPHEN","45.210","-67.253","NB","4.1","1",NA,"23.2","1","-10.4","1","",,NA,"102.6","1",NA,"","14","",,NA,"404.2","0.0","8104935"
"SUSSEX FOUR CORNERS","45.742","-65.529","NB","4.0","0",NA,"20.4","0","-8.2","0","",,NA,"74.5","0",NA,"","11","",,NA,"420.9","0.0","8105210"
"WOODSTOCK","46.170","-67.554","NB","2.8","0","-0.9","21.5","0","-13.5","0","15.0","0","80.0","101.4","0","126.0","0.0","14","","",NA,"455.8","0.0","8105600"
"WOODSTOCK NEWBRIDGE","46.152","-67.543","NB","2.4","1",NA,"21.6","0","-14.2","1","",,NA,"90.8","1",NA,"","12","",,NA,"451.7","0.0","8105603"
"BACCARO PT","43.451","-65.472","NS","4.6","0",NA,"12.9","0","-3.0","0","",,NA,"114.9","0",NA,"","14","",,NA,"402.9","0.0","8200255"
"BRIER ISLAND","44.286","-66.347","NS","4.8","0",NA,"12.1","0","-3.4","0","",,NA,"138.1","0",NA,"","17","",,NA,"397.5","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","3.8","0",NA,"20.3","0","-5.7","0","",,NA,"90.6","0",NA,"","12","",,NA,"427.5","0.0","8200774"
"CHETICAMP CS","46.645","-60.947","NS","2.8","0",NA,"21.1","0","-9.0","0","",,NA,"103.9","0",NA,"","14","",,NA,"455.0","0.0","8200827"
"COLLEGEVILLE AUTO","45.491","-62.015","NS","2.8","1",NA,"21.1","1","-16.2","0","",,NA,"183.4","1",NA,"","16","",,NA,"439.9","0.0","8201001"
"DEBERT","45.417","-63.467","NS","3.4","0",NA,"19.1","0","-11.2","0","",,NA,"104.0","0",NA,"","13","",,NA,"438.5","0.0","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","3.2","1",NA,"15.6","1","-8.0","0","",,NA,"177.3","1",NA,"","14","",,NA,"428.0","0.0","8201780"
"GREENWOOD A","44.983","-64.917","NS","5.3","0","-0.1","22.0","0","-5.9","0","6.6","0","44.0","113.2","0","136.0","","16","",,NA,"381.7","0.0","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","4.1","0",NA,"18.1","0","-6.2","0","27.2","0",NA,"204.2","0",NA,"","15","",,NA,"415.6","0.0","8202251"
"HART ISLAND (AUT)","45.350","-60.983","NS","2.8","1",NA,"12.5","1","-6.3","0","",,NA,"",,NA,"","","",,NA,"441.6","0.0","8202318"
"INGONISH BEACH RCS","46.663","-60.406","NS","2.2","0",NA,"19.5","0","-8.3","0","",,NA,"163.5","0",NA,"","14","",,NA,"473.2","0.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","4.8","1",NA,"20.1","1","-8.0","0","",,NA,"164.9","1",NA,"","16","",,NA,"381.4","0.0","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","5.1","0",NA,"20.9","0","-5.9","0","",,NA,"99.6","0",NA,"","14","",,NA,"387.8","0.0","8202810"
"LAKE MAJOR","44.717","-63.483","NS","4.0","1",NA,"17.5","1","-8.5","1","8.0","1",NA,"192.5","1",NA,"","16","","",NA,"406.9","0.0","8202896"
"LOUISBOURG","45.921","-59.971","NS","1.9","3",NA,"13.9","3","-6.6","3","",,NA,"177.5","3",NA,"","12","",,NA,"433.9","0.0","8203163"
"MALAY FALLS","44.983","-62.483","NS","3.3","0",NA,"18.5","0","-12.1","0","",,NA,"215.6","0",NA,"","14","",,NA,"442.0","0.0","8203405"
"NAPPAN AUTO","45.760","-64.241","NS","3.8","0",NA,"18.1","0","-8.0","0","",,NA,"106.0","0",NA,"","11","",,NA,"427.3","0.0","8203702"
"NORTHEAST MARGAREE (AUT)","46.368","-60.976","NS","2.4","1",NA,"19.7","1","-11.0","0","",,NA,"129.3","3",NA,"","13","",,NA,"453.7","0.0","8204154"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","-0.2","0",NA,"15.6","0","-11.5","0","",,NA,"117.6","0",NA,"45.0","13","",,NA,"547.2","0.0","8204161"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","2.2","0",NA,"19.8","0","-12.8","0","",,NA,"132.0","0",NA,"","15","",,NA,"473.2","0.0","8204193"
"PARRSBORO","45.413","-64.347","NS","3.3","0",NA,"17.6","0","-9.4","0","",,NA,"105.9","0",NA,"","13","",,NA,"440.8","0.0","8204402"
"POCKWOCK LAKE","44.767","-63.833","NS","2.6","8","-1.5","15.5","8","-9.5","8","11.0","8",NA,"197.2","8",NA,"0.0","10","","",NA,"338.7","0.0","8204453"
"PORT HAWKESBURY","45.657","-61.368","NS","3.3","10",NA,"20.0","10","-9.8","10","",,NA,"148.5","10",NA,"","9","",,NA,"294.0","0.0","8204495"
"SABLE ISLAND A","43.946","-59.960","NS","4.3","6",NA,"12.4","6","-1.9","6","",,NA,"133.1","6",NA,"","12","",,NA,"327.8","0.0","8204703"
"SABLE ISLAND","43.946","-59.960","NS","5.0","3",NA,"12.3","3","-2.0","3","",,NA,"143.8","4",NA,"","11","",,NA,"351.8","0.0","8204708"
"ST MARGARET'S BAY","44.700","-63.900","NS","4.5","0","0.2","17.0","0","-8.5","0","6.0","0","105.0","197.1","0","176.0","0.0","13","","",NA,"405.2","0.0","8204800"
"ST PAUL ISLAND (AUT)","47.233","-60.144","NS","1.2","3",NA,"16.3","2","-7.1","2","",,NA,"",,NA,"","","",,NA,"454.9","0.0","8204909"
"SHEARWATER RCS","44.630","-63.513","NS","4.3","3",NA,"16.5","3","-4.7","2","",,NA,"216.0","3",NA,"","17","",,NA,"369.0","0.0","8205092"
"SYDNEY A","46.161","-60.048","NS","2.8","0",NA,"18.9","0","-8.5","0","45.8","0",NA,"187.6","0",NA,"","12","",,NA,"455.1","0.0","8205701"
"SYDNEY CS","46.163","-60.042","NS","2.9","0",NA,"19.0","0","-8.4","0","",,NA,"182.8","0",NA,"","12","",,NA,"453.4","0.0","8205702"
"TATAMAGOUCHE","45.683","-63.233","NS","3.6","0",NA,"19.5","0","-8.0","0","10.4","0",NA,"110.9","0",NA,"0.0","11","","",NA,"432.2","0.0","8205774"
"TRACADIE","45.608","-61.680","NS","3.6","0",NA,"20.6","0","-6.9","0","",,NA,"155.1","0",NA,"","12","",,NA,"433.1","0.0","8205895"
"WATERVILLE CAMBRIDGE","45.050","-64.650","NS","5.1","0","0.0","21.5","0","-7.0","0","1.0","0","8.0","99.7","0","108.0","0.0","17","","",NA,"386.5","0.0","8206222"
"WESTERN HEAD","43.990","-64.664","NS","4.5","2",NA,"17.7","2","-6.3","0","",,NA,"171.6","2",NA,"","18","",,NA,"377.4","0.0","8206240"
"YARMOUTH RCS","43.831","-66.088","NS","4.8","0",NA,"16.1","0","-4.3","0","",,NA,"138.0","0",NA,"","15","",,NA,"395.8","0.0","8206491"
"YARMOUTH A","43.827","-66.088","NS","4.4","2",NA,"16.2","1","-5.0","1","10.7","0",NA,"141.3","0",NA,"","16","",,NA,"382.0","0.0","8206495"
"ALBERTON SNOW","46.815","-64.061","PE","",,NA,"",,"",,"15.8","10",NA,"15.8","10",NA,"","4","","",NA,"","","8300085"
"CHARLOTTETOWN A","46.289","-63.119","PE","3.2","0",NA,"18.8","0","-8.0","0","22.8","0",NA,"88.9","0",NA,"","13","",,NA,"445.1","0.0","8300301"
"EAST POINT (AUT)","46.460","-61.988","PE","2.6","0",NA,"19.7","0","-7.1","0","",,NA,"80.9","0",NA,"","12","",,NA,"461.6","0.0","8300418"
"NEW GLASGOW","46.409","-63.350","PE","3.3","0","0.3","19.5","0","-9.5","0","29.0","0","104.0","120.0","0","124.0","0.0","16","","",NA,"440.3","0.0","8300497"
"NORTH CAPE","47.058","-63.999","PE","1.6","0",NA,"15.6","0","-8.7","0","",,NA,"75.6","0",NA,"","10","",,NA,"491.5","0.0","8300516"
"ST. PETERS","46.450","-62.576","PE","3.1","0",NA,"20.6","0","-7.3","0","",,NA,"101.4","0",NA,"","11","",,NA,"447.6","0.0","8300562"
"SUMMERSIDE","46.441","-63.838","PE","2.8","0",NA,"18.1","0","-8.4","0","",,NA,"68.3","0",NA,"","9","",,NA,"455.5","0.0","8300596"
"HARRINGTON CDA CS","46.344","-63.170","PE","3.1","0",NA,"18.5","0","-8.3","0","",,NA,"92.2","0",NA,"","12","",,NA,"448.1","0.0","830P001"
"BADGER (AUT)","48.967","-56.067","NL","-0.3","0",NA,"17.4","0","-15.2","0","",,NA,"132.5","0",NA,"","12","",,NA,"548.4","0.0","8400301"
"BAY D'ESPOIR GEN STN","47.983","-55.800","NL","2.8","17","0.1","17.0","17","-12.0","17","0.0","17",NA,"86.7","17",NA,"","5","","",NA,"197.7","0.0","8400413"
"BONAVISTA","48.667","-53.114","NL","2.2","0",NA,"18.1","0","-5.6","0","",,NA,"68.3","0",NA,"","10","",,NA,"473.3","0.0","8400601"
"BURGEO NL","47.617","-57.617","NL","1.0","0",NA,"12.1","0","-6.6","0","",,NA,"327.7","0",NA,"0.0","15","",,NA,"509.9","0.0","8400801"
"BURNT POND","48.167","-57.333","NL","-0.3","2","0.2","15.0","2","-16.0","2","25.0","2",NA,"137.0","2",NA,"0.0","10","","",NA,"513.0","0.0","8400812"
"CAPE RACE (AUT)","46.660","-53.076","NL","",,NA,"",,"",,"",,NA,"110.3","1",NA,"","15","",,NA,"","","8401000"
"CORMACK RCS","49.322","-57.393","NL","-0.6","0",NA,"17.6","0","-15.4","0","",,NA,"187.6","0",NA,"34.0","17","",,NA,"559.0","0.0","8401295"
"CORNER BROOK","48.933","-57.917","NL","0.3","0",NA,"17.3","0","-12.5","0","",,NA,"",,NA,"","","",,NA,"530.2","0.0","8401298"
"CORNER BROOK","48.950","-57.950","NL","1.2","0","-1.4","19.5","0","-11.5","0","84.0","0","346.0","144.4","0","180.0","0.0","18","","",NA,"504.5","0.0","8401300"
"COW HEAD","49.912","-57.789","NL","1.1","1","-0.2","18.0","1","-11.0","1","27.0","1",NA,"70.0","1",NA,"0.0","11","","",NA,"489.7","0.0","8401335"
"DANIELS HARBOUR","50.236","-57.581","NL","0.3","0",NA,"16.3","0","-9.8","0","",,NA,"",,NA,"","","",,NA,"531.0","0.0","8401400"
"DEER LAKE","49.167","-57.433","NL","-0.9","13","-2.8","14.0","13","-12.0","13","0.0","29",NA,"32.2","28",NA,"","1","","",NA,"321.4","0.0","8401500"
"DEER LAKE A","49.209","-57.394","NL","-0.6","1",NA,"16.7","1","-16.4","0","59.9","0",NA,"104.7","0",NA,"","14","",,NA,"540.0","0.0","8401502"
"ENGLEE (AUT)","50.721","-56.113","NL","0.7","1",NA,"15.1","1","-10.3","0","",,NA,"",,NA,"","","",,NA,"502.3","0.0","8401538"
"FEROLLE POINT (AUT)","51.017","-57.100","NL","-1.5","0",NA,"8.0","0","-9.9","0","",,NA,"56.4","0",NA,"","11","",,NA,"583.6","0.0","8401565"
"GANDER INTL A","48.937","-54.568","NL","1.6","0",NA,"21.4","0","-8.5","0","44.4","0",NA,"94.4","0",NA,"0.0","13","",,NA,"493.0","0.0","8401703"
"GANDER AIRPORT CS","48.946","-54.567","NL","1.6","0",NA,"21.2","0","-8.4","0","",,NA,"89.2","0",NA,"","10","",,NA,"492.1","0.0","8401705"
"LA SCIE","49.917","-55.667","NL","-0.2","0",NA,"16.7","0","-10.5","0","",,NA,"139.0","0",NA,"","15","",,NA,"545.5","0.0","8402520"
"LETHBRIDGE","48.350","-53.902","NL","3.6","0","1.1","21.0","0","-10.0","0","13.0","0","62.0","103.0","0","103.0","0.0","12","","",NA,"433.0","0.0","8402544"
"MILLERTOWN RCS","48.817","-56.544","NL","-0.3","0",NA,"16.0","0","-14.4","0","",,NA,"153.1","1",NA,"","13","",,NA,"547.6","0.0","8402757"
"PORT AUX BASQUES","47.574","-59.155","NL","0.1","0",NA,"11.5","0","-7.3","0","",,NA,"160.3","0",NA,"1.0","14","",,NA,"536.5","0.0","8402980"
"ST. ANTHONY","51.392","-56.069","NL","-1.5","10",NA,"9.3","10","-14.4","10","",,NA,"25.9","10",NA,"","6","",,NA,"389.7","0.0","8403389"
"ST ANTHONY","51.383","-56.100","NL","-1.8","0",NA,"9.1","0","-14.9","0","",,NA,"74.5","0",NA,"","10","",,NA,"593.8","0.0","8403399"
"ST. JOHN'S INTL A","47.619","-52.753","NL","2.8","0",NA,"21.0","0","-7.4","0","18.6","0",NA,"90.6","0",NA,"","13","",,NA,"455.1","0.0","8403505"
